time,asset,scope,modbus_unit_id,readtime,active_power,active_energy
2021-07-28 03:00:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3779.68,50504000
2021-07-28 02:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4861.02,50503000
2021-07-28 02:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4749.23,50502000
2021-07-28 02:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4959.32,50501000
2021-07-28 02:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4941.04,50500000
2021-07-28 01:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3687.72,50499000
2021-07-28 01:30:09+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3313.4,50498000
2021-07-28 01:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,4002.83,50497000
2021-07-28 01:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3278.91,50496000
2021-07-28 00:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,3048.03,50495000
2021-07-28 00:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,2306.41,50495000
2021-07-28 00:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1645,50494000
2021-07-28 00:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,1213.78,50493000
2021-07-27 23:45:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,749.06,50493000
2021-07-27 23:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,485.23,50493000
2021-07-27 23:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,140.78,50493000
2021-07-27 23:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,0,50493000
2021-07-27 22:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:30:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:15:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 22:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 21:00:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 20:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:45:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:30:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:15:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 19:00:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:45:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:30:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:15:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 18:00:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:45:15+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:30:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:15:10+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
2021-07-27 17:00:12+00,ABB-118826-3Q15-4420,3a32579c-40a4-4f8c-addc-2e8179ac4393,,,,
